block_id,A,B,probability,block_number
258,3,10,0.1176470588235294,28
258,3,100,0.0,28
258,3,1000,0.0,28
265,1,10,0.7499999999999999,29
265,2,10,0.15,29
265,3,10,0.1,29
266,1,10,0.6,30
266,1,100,0.2,30
266,1,1000,0.2,30
271,1,10,0.6,31
271,1,100,0.2,31
271,1,1000,0.2,31
282,1,10,0.7499999999999999,32
282,2,10,0.15,32
282,3,10,0.1,32
292,1,10,0.6,33
292,1,100,0.2,33
292,1,1000,0.2,33
316,1,10,0.6,34
316,1,100,0.2,34
316,1,1000,0.2,34
317,1,10,0.7499999999999999,35
317,2,10,0.15,35
317,3,10,0.1,35
320,1,10,0.6,36
320,1,100,0.2,36
320,1,1000,0.2,36
332,1,10,0.7499999999999999,37
332,2,10,0.15,37
332,3,10,0.1,37
339,1,10,0.6,38
339,1,100,0.2,38
339,1,1000,0.2,38
356,3,10,0.2,39
356,3,100,0.2,39
356,3,1000,0.6,39
365,3,10,0.2,40
365,3,100,0.2,40
365,3,1000,0.6,40
366,1,10,0.6,41
366,1,100,0.2,41
366,1,1000,0.2,41
378,1,10,0.7499999999999999,42
378,2,10,0.15,42
378,3,10,0.1,42
380,1,10,0.7499999999999999,43
380,2,10,0.15,43
380,3,10,0.1,43
382,3,10,0.2,44
382,3,100,0.2,44
382,3,1000,0.6,44
384,1,10,0.6,45
384,1,100,0.2,45
384,1,1000,0.2,45
385,1,10,0.6,46
385,1,100,0.2,46
385,1,1000,0.2,46
403,1,10,0.7499999999999999,47
403,2,10,0.15,47
403,3,10,0.1,47
406,1,10,0.7499999999999999,48
406,2,10,0.15,48
406,3,10,0.1,48
407,1,10,0.7499999999999999,49
407,2,10,0.15,49
407,3,10,0.1,49
417,3,10,0.2,50
417,3,100,0.2,50
417,3,1000,0.6,50
418,1,10,0.7499999999999999,51
418,2,10,0.15,51
418,3,10,0.1,51
426,1,10,0.6,52
426,1,100,0.2,52
426,1,1000,0.2,52
440,1,10,0.6,53
440,1,100,0.2,53
440,1,1000,0.2,53
447,3,10,0.2,54
447,3,100,0.2,54
447,3,1000,0.6,54
453,1,10,0.7499999999999999,55
453,2,10,0.15,55
453,3,10,0.1,55
454,1,10,0.7499999999999999,56
454,2,10,0.15,56
454,3,10,0.1,56
456,1,10,0.6,57
456,1,100,0.2,57
456,1,1000,0.2,57
482,1,10,0.6,58
482,1,100,0.2,58
482,1,1000,0.2,58
495,1,10,0.7499999999999999,59
495,2,10,0.15,59
495,3,10,0.1,59
520,1,10,0.7499999999999999,60
520,2,10,0.15,60
520,3,10,0.1,60
537,1,10,0.7499999999999999,61
537,2,10,0.15,61
537,3,10,0.1,61
538,1,10,0.6,62
538,1,100,0.2,62
538,1,1000,0.2,62
552,1,10,0.7499999999999999,63
552,2,10,0.15,63
552,3,10,0.1,63
555,1,10,0.8823529411764706,64
555,1,100,0.0,64
555,1,1000,0.0,64
555,2,10,0.0,64
555,2,100,0.0,64
555,2,1000,0.0,64
555,3,10,0.1176470588235294,64
555,3,100,0.0,64
555,3,1000,0.0,64
584,1,10,0.6,65
584,1,100,0.2,65
584,1,1000,0.2,65
591,1,10,0.7499999999999999,66
591,2,10,0.15,66
591,3,10,0.1,66
594,3,10,0.2,67
594,3,100,0.2,67
594,3,1000,0.6,67
604,1,10,0.7499999999999999,68
604,2,10,0.15,68
604,3,10,0.1,68
626,3,10,0.2,69
626,3,100,0.2,69
626,3,1000,0.6,69
639,1,10,0.6,70
639,1,100,0.2,70
639,1,1000,0.2,70
644,1,10,0.6,71
644,1,100,0.2,71
644,1,1000,0.2,71
651,1,10,0.6,72
651,1,100,0.2,72
651,1,1000,0.2,72
662,1,10,0.6,73
662,1,100,0.2,73
662,1,1000,0.2,73
716,1,10,0.6,74
716,1,100,0.2,74
716,1,1000,0.2,74
732,1,10,0.7499999999999999,75
732,2,10,0.15,75
732,3,10,0.1,75
734,1,10,0.7499999999999999,76
734,2,10,0.15,76
734,3,10,0.1,76
747,1,10,0.7499999999999999,77
747,2,10,0.15,77
747,3,10,0.1,77
748,3,10,0.2,78
748,3,100,0.2,78
748,3,1000,0.6,78
749,1,10,0.8823529411764706,79
749,1,100,0.0,79
749,1,1000,0.0,79
749,2,10,0.0,79
749,2,100,0.0,79
749,2,1000,0.0,79
749,3,10,0.1176470588235294,79
749,3,100,0.0,79
749,3,1000,0.0,79
767,1,10,0.6,80
767,1,100,0.2,80
767,1,1000,0.2,80
776,1,10,0.7499999999999999,81
776,2,10,0.15,81
776,3,10,0.1,81
792,1,10,0.6,82
792,1,100,0.2,82
792,1,1000,0.2,82
793,1,10,0.7499999999999999,83
793,2,10,0.15,83
793,3,10,0.1,83
804,1,10,0.6,84
804,1,100,0.2,84
804,1,1000,0.2,84
815,1,10,0.6,85
815,1,100,0.2,85
815,1,1000,0.2,85
817,3,10,0.2,86
817,3,100,0.2,86
817,3,1000,0.6,86
832,1,10,0.6,87
832,1,100,0.2,87
832,1,1000,0.2,87
847,1,10,0.6,88
847,1,100,0.2,88
847,1,1000,0.2,88
854,1,10,0.7499999999999999,89
854,2,10,0.15,89
854,3,10,0.1,89
876,1,10,0.6,90
876,1,100,0.2,90
876,1,1000,0.2,90
900,3,10,0.2,91
900,3,100,0.2,91
900,3,1000,0.6,91
905,1,10,0.6,92
905,1,100,0.2,92
905,1,1000,0.2,92
906,1,10,0.7499999999999999,93
906,2,10,0.15,93
906,3,10,0.1,93
916,1,10,0.7499999999999999,94
916,2,10,0.15,94
916,3,10,0.1,94
927,1,10,0.6,95
927,1,100,0.2,95
927,1,1000,0.2,95
935,1,10,0.6,96
935,1,100,0.2,96
935,1,1000,0.2,96
956,3,10,0.2,97
956,3,100,0.2,97
956,3,1000,0.6,97
968,1,10,0.7499999999999999,98
968,2,10,0.15,98
968,3,10,0.1,98
977,1,10,0.7499999999999999,99
977,2,10,0.15,99
977,3,10,0.1,99
991,1,10,0.6,100
991,1,100,0.2,100
991,1,1000,0.2,100
995,1,10,0.6,101
995,1,100,0.2,101
995,1,1000,0.2,101
999,1,10,0.7499999999999999,102
999,2,10,0.15,102
999,3,10,0.1,102
1012,3,10,0.2,103
1012,3,100,0.2,103
1012,3,1000,0.6,103
1016,1,10,0.6,104
1016,1,100,0.2,104
1016,1,1000,0.2,104
1030,1,10,0.7499999999999999,105
1030,2,10,0.15,105
1030,3,10,0.1,105
1040,1,10,0.6,106
1040,1,100,0.2,106
1040,1,1000,0.2,106
1057,3,10,0.2,107
1057,3,100,0.2,107
1057,3,1000,0.6,107
1058,1,10,0.7499999999999999,108
1058,2,10,0.15,108
1058,3,10,0.1,108
1059,3,10,0.2,109
1059,3,100,0.2,109
1059,3,1000,0.6,109
1066,1,10,0.7499999999999999,110
1066,2,10,0.15,110
1066,3,10,0.1,110
1093,1,10,0.6,111
1093,1,100,0.2,111
1093,1,1000,0.2,111
1111,3,10,0.2,112
1111,3,100,0.2,112
1111,3,1000,0.6,112
1118,1,10,0.6,113
1118,1,100,0.2,113
1118,1,1000,0.2,113
1120,1,10,0.7499999999999999,114
1120,2,10,0.15,114
1120,3,10,0.1,114
1126,1,10,0.7499999999999999,115
1126,2,10,0.15,115
1126,3,10,0.1,115
1129,1,10,0.7499999999999999,116
1129,2,10,0.15,116
1129,3,10,0.1,116
1134,3,10,0.2,117
1134,3,100,0.2,117
1134,3,1000,0.6,117
1141,3,10,0.2,118
1141,3,100,0.2,118
1141,3,1000,0.6,118
1149,1,10,0.7499999999999999,119
1149,2,10,0.15,119
1149,3,10,0.1,119
1154,1,10,0.6,120
1154,1,100,0.2,120
1154,1,1000,0.2,120
1193,3,10,0.2,121
1193,3,100,0.2,121
1193,3,1000,0.6,121
1204,1,10,0.7499999999999999,122
1204,2,10,0.15,122
1204,3,10,0.1,122
1205,1,10,0.6,123
1205,1,100,0.2,123
1205,1,1000,0.2,123
1206,1,10,0.7499999999999999,124
1206,2,10,0.15,124
1206,3,10,0.1,124
1216,1,10,0.7499999999999999,125
1216,2,10,0.15,125
1216,3,10,0.1,125
1223,1,10,0.6,126
1223,1,100,0.2,126
1223,1,1000,0.2,126
1228,1,10,0.6,127
1228,1,100,0.2,127
1228,1,1000,0.2,127
1232,3,10,0.2,128
1232,3,100,0.2,128
1232,3,1000,0.6,128
1250,1,10,0.6,129
1250,1,100,0.2,129
1250,1,1000,0.2,129
1260,1,10,0.7499999999999999,130
1260,2,10,0.15,130
1260,3,10,0.1,130
1262,3,10,0.2,131
1262,3,100,0.2,131
1262,3,1000,0.6,131
1267,1,10,0.6,132
1267,1,100,0.2,132
1267,1,1000,0.2,132
1272,1,10,0.6,133
1272,1,100,0.2,133
1272,1,1000,0.2,133
1289,1,10,0.7499999999999999,134
1289,2,10,0.15,134
1289,3,10,0.1,134
1323,1,10,0.7499999999999999,135
1323,2,10,0.15,135
1323,3,10,0.1,135
1326,1,10,0.8823529411764706,136
1326,1,100,0.0,136
1326,1,1000,0.0,136
1326,2,10,0.0,136
1326,2,100,0.0,136
1326,2,1000,0.0,136
1326,3,10,0.1176470588235294,136
1326,3,100,0.0,136
1326,3,1000,0.0,136
1336,1,10,0.7499999999999999,137
1336,2,10,0.15,137
1336,3,10,0.1,137
1341,1,10,0.7499999999999999,138
1341,2,10,0.15,138
1341,3,10,0.1,138
1348,1,10,0.7499999999999999,139
1348,2,10,0.15,139
1348,3,10,0.1,139
1353,1,10,0.6,140
1353,1,100,0.2,140
1353,1,1000,0.2,140
1354,1,10,0.6,141
1354,1,100,0.2,141
1354,1,1000,0.2,141
1356,1,10,0.7499999999999999,142
1356,2,10,0.15,142
1356,3,10,0.1,142
1359,1,10,0.7499999999999999,143
1359,2,10,0.15,143
1359,3,10,0.1,143
1363,1,10,0.6,144
1363,1,100,0.2,144
1363,1,1000,0.2,144
1383,3,10,0.2,145
1383,3,100,0.2,145
1383,3,1000,0.6,145
1384,1,10,0.6,146
1384,1,100,0.2,146
1384,1,1000,0.2,146
1386,3,10,0.2,147
1386,3,100,0.2,147
1386,3,1000,0.6,147
1392,3,10,0.2,148
1392,3,100,0.2,148
1392,3,1000,0.6,148
1408,1,10,0.6,149
1408,1,100,0.2,149
1408,1,1000,0.2,149
1426,1,10,0.7499999999999999,150
1426,2,10,0.15,150
1426,3,10,0.1,150
1438,1,10,0.6,151
1438,1,100,0.2,151
1438,1,1000,0.2,151
1441,3,10,0.2,152
1441,3,100,0.2,152
1441,3,1000,0.6,152
1471,1,10,0.6,153
1471,1,100,0.2,153
1471,1,1000,0.2,153
1472,1,10,0.7499999999999999,154
1472,2,10,0.15,154
1472,3,10,0.1,154
1473,3,10,0.2,155
1473,3,100,0.2,155
1473,3,1000,0.6,155
1478,1,10,0.7499999999999999,156
1478,2,10,0.15,156
1478,3,10,0.1,156
1480,1,10,0.6,157
1480,1,100,0.2,157
1480,1,1000,0.2,157
1486,1,10,0.7499999999999999,158
1486,2,10,0.15,158
1486,3,10,0.1,158
1498,1,10,0.6,159
1498,1,100,0.2,159
1498,1,1000,0.2,159
1506,1,10,0.7499999999999999,160
1506,2,10,0.15,160
1506,3,10,0.1,160
1520,1,10,0.7499999999999999,161
1520,2,10,0.15,161
1520,3,10,0.1,161
1523,1,10,0.6,162
1523,1,100,0.2,162
1523,1,1000,0.2,162
1533,1,10,0.7499999999999999,163
1533,2,10,0.15,163
1533,3,10,0.1,163
1551,3,10,0.2,164
1551,3,100,0.2,164
1551,3,1000,0.6,164
1553,1,10,0.6,165
1553,1,100,0.2,165
1553,1,1000,0.2,165
1555,1,10,0.6,166
1555,1,100,0.2,166
1555,1,1000,0.2,166
1564,1,10,0.7499999999999999,167
1564,2,10,0.15,167
1564,3,10,0.1,167
1568,3,10,0.2,168
1568,3,100,0.2,168
1568,3,1000,0.6,168
1570,3,10,0.2,169
1570,3,100,0.2,169
1570,3,1000,0.6,169
1574,1,10,0.6,170
1574,1,100,0.2,170
1574,1,1000,0.2,170
1577,1,10,0.7499999999999999,171
1577,2,10,0.15,171
1577,3,10,0.1,171
1584,3,10,0.2,172
1584,3,100,0.2,172
1584,3,1000,0.6,172
1591,1,10,0.6,173
1591,1,100,0.2,173
1591,1,1000,0.2,173
1596,3,10,0.2,174
1596,3,100,0.2,174
1596,3,1000,0.6,174
1598,1,10,0.7499999999999999,175
1598,2,10,0.15,175
1598,3,10,0.1,175
1605,1,10,0.7499999999999999,176
1605,2,10,0.15,176
1605,3,10,0.1,176
1611,3,10,0.2,177
1611,3,100,0.2,177
1611,3,1000,0.6,177
1626,3,10,0.2,178
1626,3,100,0.2,178
1626,3,1000,0.6,178
1631,1,10,0.6,179
1631,1,100,0.2,179
1631,1,1000,0.2,179
1633,1,10,0.6,180
1633,1,100,0.2,180
1633,1,1000,0.2,180
1639,1,10,0.7499999999999999,181
1639,2,10,0.15,181
1639,3,10,0.1,181
1651,1,10,0.7499999999999999,182
1651,2,10,0.15,182
1651,3,10,0.1,182
1678,1,10,0.7499999999999999,183
1678,2,10,0.15,183
1678,3,10,0.1,183
1685,3,10,0.2,184
1685,3,100,0.2,184
1685,3,1000,0.6,184
1706,3,10,0.2,185
1706,3,100,0.2,185
1706,3,1000,0.6,185
1725,3,10,0.2,186
1725,3,100,0.2,186
1725,3,1000,0.6,186
1728,1,10,0.6,187
1728,1,100,0.2,187
1728,1,1000,0.2,187
1732,1,10,0.6,188
1732,1,100,0.2,188
1732,1,1000,0.2,188
1744,1,10,0.6,189
1744,1,100,0.2,189
1744,1,1000,0.2,189
1752,1,10,0.6,190
1752,1,100,0.2,190
1752,1,1000,0.2,190
1766,1,10,0.6,191
1766,1,100,0.2,191
1766,1,1000,0.2,191
1786,1,10,0.6,192
1786,1,100,0.2,192
1786,1,1000,0.2,192
1793,3,10,0.2,193
1793,3,100,0.2,193
1793,3,1000,0.6,193
1870,1,10,0.6,194
1870,1,100,0.2,194
1870,1,1000,0.2,194
1877,1,10,0.6,195
1877,1,100,0.2,195
1877,1,1000,0.2,195
1882,1,10,0.6,196
1882,1,100,0.2,196
1882,1,1000,0.2,196
1889,1,10,0.7499999999999999,197
1889,2,10,0.15,197
1889,3,10,0.1,197
1894,1,10,0.6,198
1894,1,100,0.2,198
1894,1,1000,0.2,198
1899,1,10,0.7499999999999999,199
1899,2,10,0.15,199
1899,3,10,0.1,199
1909,3,10,0.2,200
1909,3,100,0.2,200
1909,3,1000,0.6,200
1934,3,10,0.2,201
1934,3,100,0.2,201
1934,3,1000,0.6,201
1947,3,10,0.2,202
1947,3,100,0.2,202
1947,3,1000,0.6,202
1952,1,10,0.6,203
1952,1,100,0.2,203
1952,1,1000,0.2,203
1963,1,10,0.6,204
1963,1,100,0.2,204
1963,1,1000,0.2,204
1974,1,10,0.7499999999999999,205
1974,2,10,0.15,205
1974,3,10,0.1,205
1978,1,10,0.6,206
1978,1,100,0.2,206
1978,1,1000,0.2,206
1979,1,10,0.6,207
1979,1,100,0.2,207
1979,1,1000,0.2,207
1980,1,10,0.7499999999999999,208
1980,2,10,0.15,208
1980,3,10,0.1,208
1984,1,10,0.7499999999999999,209
1984,2,10,0.15,209
1984,3,10,0.1,209
1991,1,10,0.7499999999999999,210
1991,2,10,0.15,210
1991,3,10,0.1,210
1992,3,10,0.2,211
1992,3,100,0.2,211
1992,3,1000,0.6,211
1999,3,10,0.2,212
1999,3,100,0.2,212
1999,3,1000,0.6,212
2019,3,10,0.2,213
2019,3,100,0.2,213
2019,3,1000,0.6,213
2023,3,10,0.2,214
2023,3,100,0.2,214
2023,3,1000,0.6,214
2034,1,10,0.6,215
2034,1,100,0.2,215
2034,1,1000,0.2,215
2038,1,10,0.6,216
2038,1,100,0.2,216
2038,1,1000,0.2,216
2053,1,10,0.6,217
2053,1,100,0.2,217
2053,1,1000,0.2,217
2079,1,10,0.6,218
2079,1,100,0.2,218
2079,1,1000,0.2,218
2080,1,10,0.7499999999999999,219
2080,2,10,0.15,219
2080,3,10,0.1,219
2081,1,10,0.6,220
2081,1,100,0.2,220
2081,1,1000,0.2,220
2083,1,10,0.8823529411764706,221
2083,1,100,0.0,221
2083,1,1000,0.0,221
2083,2,10,0.0,221
2083,2,100,0.0,221
2083,2,1000,0.0,221
2083,3,10,0.1176470588235294,221
2083,3,100,0.0,221
2083,3,1000,0.0,221
2084,1,10,0.6,222
2084,1,100,0.2,222
2084,1,1000,0.2,222
2087,1,10,0.6,223
2087,1,100,0.2,223
2087,1,1000,0.2,223
2101,1,10,0.8823529411764706,224
2101,1,100,0.0,224
2101,1,1000,0.0,224
2101,2,10,0.0,224
2101,2,100,0.0,224
2101,2,1000,0.0,224
2101,3,10,0.1176470588235294,224
2101,3,100,0.0,224
2101,3,1000,0.0,224
2103,1,10,0.6,225
2103,1,100,0.2,225
2103,1,1000,0.2,225
2106,3,10,0.2,226
2106,3,100,0.2,226
2106,3,1000,0.6,226
2122,1,10,0.7499999999999999,227
2122,2,10,0.15,227
2122,3,10,0.1,227
2123,1,10,0.6,228
2123,1,100,0.2,228
2123,1,1000,0.2,228
2137,3,10,0.2,229
2137,3,100,0.2,229
2137,3,1000,0.6,229
2138,1,10,0.6,230
2138,1,100,0.2,230
2138,1,1000,0.2,230
2151,1,10,0.7499999999999999,231
2151,2,10,0.15,231
2151,3,10,0.1,231
2160,1,10,0.7499999999999999,232
2160,2,10,0.15,232
2160,3,10,0.1,232
2164,1,10,0.6,233
2164,1,100,0.2,233
2164,1,1000,0.2,233
2167,1,10,0.6,234
2167,1,100,0.2,234
2167,1,1000,0.2,234
2168,1,10,0.7499999999999999,235
2168,2,10,0.15,235
2168,3,10,0.1,235
2174,3,10,0.2,236
2174,3,100,0.2,236
2174,3,1000,0.6,236
2175,1,10,0.6,237
2175,1,100,0.2,237
2175,1,1000,0.2,237
2184,1,10,0.7499999999999999,238
2184,2,10,0.15,238
2184,3,10,0.1,238
2198,1,10,0.6,239
2198,1,100,0.2,239
2198,1,1000,0.2,239
2199,1,10,0.6,240
2199,1,100,0.2,240
2199,1,1000,0.2,240
2214,1,10,0.6,241
2214,1,100,0.2,241
2214,1,1000,0.2,241
2228,1,10,0.6,242
2228,1,100,0.2,242
2228,1,1000,0.2,242
2234,1,10,0.7499999999999999,243
2234,2,10,0.15,243
2234,3,10,0.1,243
2256,1,10,0.8823529411764706,244
2256,1,100,0.0,244
2256,1,1000,0.0,244
2256,2,10,0.0,244
2256,2,100,0.0,244
2256,2,1000,0.0,244
2256,3,10,0.1176470588235294,244
2256,3,100,0.0,244
2256,3,1000,0.0,244
2259,3,10,0.2,245
2259,3,100,0.2,245
2259,3,1000,0.6,245
2268,1,10,0.6,246
2268,1,100,0.2,246
2268,1,1000,0.2,246
2311,3,10,0.2,247
2311,3,100,0.2,247
2311,3,1000,0.6,247
2315,1,10,0.7499999999999999,248
2315,2,10,0.15,248
2315,3,10,0.1,248
2320,1,10,0.7499999999999999,249
2320,2,10,0.15,249
2320,3,10,0.1,249
2327,1,10,0.6,250
2327,1,100,0.2,250
2327,1,1000,0.2,250
2346,1,10,0.6,251
2346,1,100,0.2,251
2346,1,1000,0.2,251
2376,3,10,0.2,252
2376,3,100,0.2,252
2376,3,1000,0.6,252
2377,1,10,0.6,253
2377,1,100,0.2,253
2377,1,1000,0.2,253
2384,1,10,0.6,254
2384,1,100,0.2,254
2384,1,1000,0.2,254
2396,1,10,0.7499999999999999,255
2396,2,10,0.15,255
2396,3,10,0.1,255
2400,1,10,0.7499999999999999,256
2400,2,10,0.15,256
2400,3,10,0.1,256
2408,1,10,0.7499999999999999,257
2408,2,10,0.15,257
2408,3,10,0.1,257
2411,1,10,0.6,258
2411,1,100,0.2,258
2411,1,1000,0.2,258
2428,1,10,0.6,259
2428,1,100,0.2,259
2428,1,1000,0.2,259
2436,1,10,0.6,260
2436,1,100,0.2,260
2436,1,1000,0.2,260
2438,3,10,0.2,261
2438,3,100,0.2,261
2438,3,1000,0.6,261
2454,1,10,0.7499999999999999,262
2454,2,10,0.15,262
2454,3,10,0.1,262
2482,1,10,0.6,263
2482,1,100,0.2,263
2482,1,1000,0.2,263
2500,1,10,0.6,264
2500,1,100,0.2,264
2500,1,1000,0.2,264
2501,1,10,0.7499999999999999,265
2501,2,10,0.15,265
2501,3,10,0.1,265
2533,1,10,0.6,266
2533,1,100,0.2,266
2533,1,1000,0.2,266
2546,1,10,0.6,267
2546,1,100,0.2,267
2546,1,1000,0.2,267
2551,3,10,0.2,268
2551,3,100,0.2,268
2551,3,1000,0.6,268
2564,1,10,0.6,269
2564,1,100,0.2,269
2564,1,1000,0.2,269
2578,1,10,0.7499999999999999,270
2578,2,10,0.15,270
2578,3,10,0.1,270
2596,3,10,0.2,271
2596,3,100,0.2,271
2596,3,1000,0.6,271
2606,3,10,0.2,272
2606,3,100,0.2,272
2606,3,1000,0.6,272
2607,1,10,0.7499999999999999,273
2607,2,10,0.15,273
2607,3,10,0.1,273
2616,3,10,0.2,274
2616,3,100,0.2,274
2616,3,1000,0.6,274
2619,1,10,0.7499999999999999,275
2619,2,10,0.15,275
2619,3,10,0.1,275
2644,1,10,0.7499999999999999,276
2644,2,10,0.15,276
2644,3,10,0.1,276
2656,3,10,0.2,277
2656,3,100,0.2,277
2656,3,1000,0.6,277
2658,1,10,0.8823529411764706,278
2658,1,100,0.0,278
2658,1,1000,0.0,278
2658,2,10,0.0,278
2658,2,100,0.0,278
2658,2,1000,0.0,278
2658,3,10,0.1176470588235294,278
2658,3,100,0.0,278
2658,3,1000,0.0,278
2660,3,10,0.2,279
2660,3,100,0.2,279
2660,3,1000,0.6,279
2674,1,10,0.7499999999999999,280
2674,2,10,0.15,280
2674,3,10,0.1,280
2685,1,10,0.7499999999999999,281
2685,2,10,0.15,281
2685,3,10,0.1,281
2696,1,10,0.7499999999999999,282
2696,2,10,0.15,282
2696,3,10,0.1,282
2711,1,10,0.6,283
2711,1,100,0.2,283
2711,1,1000,0.2,283
2715,3,10,0.2,284
2715,3,100,0.2,284
2715,3,1000,0.6,284
2719,1,10,0.7499999999999999,285
2719,2,10,0.15,285
2719,3,10,0.1,285
2727,1,10,0.7499999999999999,286
2727,2,10,0.15,286
2727,3,10,0.1,286
2735,1,10,0.6,287
2735,1,100,0.2,287
2735,1,1000,0.2,287
2739,1,10,0.6,288
2739,1,100,0.2,288
2739,1,1000,0.2,288
2746,1,10,0.6,289
2746,1,100,0.2,289
2746,1,1000,0.2,289
2748,3,10,0.2,290
2748,3,100,0.2,290
2748,3,1000,0.6,290
2751,1,10,0.6,291
2751,1,100,0.2,291
2751,1,1000,0.2,291
2756,1,10,0.7499999999999999,292
2756,2,10,0.15,292
2756,3,10,0.1,292
2762,1,10,0.7499999999999999,293
2762,2,10,0.15,293
2762,3,10,0.1,293
2764,1,10,0.7499999999999999,294
2764,2,10,0.15,294
2764,3,10,0.1,294
2775,1,10,0.7499999999999999,295
2775,2,10,0.15,295
2775,3,10,0.1,295
2785,1,10,0.6,296
2785,1,100,0.2,296
2785,1,1000,0.2,296
2808,1,10,0.6,297
2808,1,100,0.2,297
2808,1,1000,0.2,297
2840,1,10,0.7499999999999999,298
2840,2,10,0.15,298
2840,3,10,0.1,298
2868,1,10,0.7499999999999999,299
2868,2,10,0.15,299
2868,3,10,0.1,299
2871,1,10,0.7499999999999999,300
2871,2,10,0.15,300
2871,3,10,0.1,300
2891,1,10,0.6,301
2891,1,100,0.2,301
2891,1,1000,0.2,301
2895,1,10,0.6,302
2895,1,100,0.2,302
2895,1,1000,0.2,302
2896,3,10,0.2,303
2896,3,100,0.2,303
2896,3,1000,0.6,303
2901,3,10,0.2,304
2901,3,100,0.2,304
2901,3,1000,0.6,304
2911,3,10,0.2,305
2911,3,100,0.2,305
2911,3,1000,0.6,305
2914,1,10,0.6,306
2914,1,100,0.2,306
2914,1,1000,0.2,306
2915,1,10,0.6,307
2915,1,100,0.2,307
2915,1,1000,0.2,307
2917,3,10,0.2,308
2917,3,100,0.2,308
2917,3,1000,0.6,308
2920,3,10,0.2,309
2920,3,100,0.2,309
2920,3,1000,0.6,309
2921,3,10,0.2,310
2921,3,100,0.2,310
2921,3,1000,0.6,310
2925,3,10,0.2,311
2925,3,100,0.2,311
2925,3,1000,0.6,311
2929,1,10,0.7499999999999999,312
2929,2,10,0.15,312
2929,3,10,0.1,312
2930,1,10,0.7499999999999999,313
2930,2,10,0.15,313
2930,3,10,0.1,313
2932,1,10,0.6,314
2932,1,100,0.2,314
2932,1,1000,0.2,314
2960,1,10,0.6,315
2960,1,100,0.2,315
2960,1,1000,0.2,315
2972,3,10,0.2,316
2972,3,100,0.2,316
2972,3,1000,0.6,316
2998,1,10,0.7499999999999999,317
2998,2,10,0.15,317
2998,3,10,0.1,317
3000,1,10,0.6,318
3000,1,100,0.2,318
3000,1,1000,0.2,318
3019,1,10,0.6,319
3019,1,100,0.2,319
3019,1,1000,0.2,319
3022,3,10,0.2,320
3022,3,100,0.2,320
3022,3,1000,0.6,320
3047,1,10,0.6,321
3047,1,100,0.2,321
3047,1,1000,0.2,321
3048,1,10,0.6,322
3048,1,100,0.2,322
3048,1,1000,0.2,322
3073,1,10,0.7499999999999999,323
3073,2,10,0.15,323
3073,3,10,0.1,323
3076,3,10,0.2,324
3076,3,100,0.2,324
3076,3,1000,0.6,324
3079,3,10,0.2,325
3079,3,100,0.2,325
3079,3,1000,0.6,325
3080,1,10,0.6,326
3080,1,100,0.2,326
3080,1,1000,0.2,326
3093,3,10,0.2,327
3093,3,100,0.2,327
3093,3,1000,0.6,327
3103,1,10,0.7499999999999999,328
3103,2,10,0.15,328
