block_id,A,B,probability
499,3,1000,1.0
500,3,1000,1.0
501,1,1000,1.0
502,1,10,1.0
503,1,10,1.0
504,1,10,1.0
505,1,10,1.0
506,3,1000,1.0
507,2,1000,1.0
508,1,100,1.0
509,2,100,1.0
510,3,1000,1.0
511,1,100,1.0
512,1,1000,1.0
513,1,10,1.0
514,2,100,1.0
515,2,100,1.0
516,1,100,1.0
517,2,100,1.0
518,1,10,1.0
519,1,1000,1.0
521,3,1000,1.0
522,2,1000,1.0
523,3,1000,1.0
524,2,100,1.0
525,1,10,1.0
526,1,10,1.0
527,2,1000,1.0
528,2,1000,1.0
529,2,100,1.0
530,1,1000,1.0
531,2,10,1.0
532,2,10,1.0
533,3,1000,1.0
534,2,10,1.0
535,1,1000,1.0
536,1,1000,1.0
539,2,100,1.0
540,3,1000,1.0
541,3,100,1.0
542,1,1000,1.0
543,2,100,1.0
544,2,1000,1.0
545,1,10,1.0
546,2,100,1.0
547,3,1000,1.0
548,1,10,1.0
549,1,100,1.0
550,2,100,1.0
551,2,1000,1.0
553,1,1000,1.0
554,3,1000,1.0
556,1,10,1.0
557,3,1000,1.0
558,1,10,1.0
559,1,1000,1.0
560,1,10,1.0
561,3,1000,1.0
562,2,100,1.0
563,1,10,1.0
564,1,10,1.0
565,1,100,1.0
566,2,100,1.0
567,1,10,1.0
568,2,1000,1.0
569,2,100,1.0
570,2,10,1.0
571,1,10,1.0
572,3,10,1.0
573,2,100,1.0
574,1,1000,1.0
575,2,100,1.0
576,1,1000,1.0
577,3,1000,1.0
578,1,100,1.0
579,1,10,1.0
580,1,100,1.0
581,1,10,1.0
582,2,100,1.0
583,3,1000,1.0
585,1,10,1.0
586,1,100,1.0
587,3,10,1.0
588,1,100,1.0
589,2,100,1.0
590,3,100,1.0
592,1,10,1.0
593,1,1000,1.0
595,2,10,1.0
596,1,10,1.0
597,2,10,1.0
598,1,10,1.0
599,3,1000,1.0
600,1,100,1.0
601,2,100,1.0
602,2,100,1.0
603,1,1000,1.0
605,1,10,1.0
606,1,10,1.0
607,2,1000,1.0
608,2,100,1.0
609,3,1000,1.0
610,1,10,1.0
611,1,10,1.0
612,3,1000,1.0
613,2,10,1.0
614,1,100,1.0
615,3,100,1.0
616,3,1000,1.0
617,1,10,1.0
618,2,1000,1.0
619,1,100,1.0
620,3,100,1.0
621,1,10,1.0
622,2,1000,1.0
623,1,10,1.0
624,1,1000,1.0
625,1,1000,1.0
627,3,100,1.0
628,3,1000,1.0
629,3,1000,1.0
630,1,100,1.0
631,1,10,1.0
632,1,10,1.0
633,3,10,1.0
634,3,100,1.0
635,2,10,1.0
636,2,10,1.0
637,1,100,1.0
638,2,10,1.0
640,1,100,1.0
641,3,100,1.0
642,1,10,1.0
643,3,1000,1.0
645,1,1000,1.0
646,3,1000,1.0
647,1,10,1.0
648,3,1000,1.0
649,1,10,1.0
650,2,100,1.0
652,3,1000,1.0
653,1,100,1.0
654,2,100,1.0
655,1,10,1.0
656,3,1000,1.0
657,3,1000,1.0
658,1,100,1.0
659,1,10,1.0
660,3,100,1.0
661,1,1000,1.0
663,2,100,1.0
664,1,10,1.0
665,1,10,1.0
666,2,100,1.0
667,2,100,1.0
668,2,10,1.0
669,2,100,1.0
670,1,100,1.0
671,2,100,1.0
672,1,10,1.0
673,3,100,1.0
674,1,10,1.0
675,1,1000,1.0
676,2,1000,1.0
677,1,1000,1.0
678,2,10,1.0
679,2,10,1.0
680,3,1000,1.0
681,1,10,1.0
682,1,1000,1.0
683,3,1000,1.0
684,1,1000,1.0
685,2,100,1.0
686,3,10,1.0
687,3,1000,1.0
688,1,100,1.0
689,3,1000,1.0
690,1,100,1.0
691,2,100,1.0
692,2,100,1.0
693,3,100,1.0
694,1,100,1.0
695,1,10,1.0
696,1,1000,1.0
697,2,100,1.0
698,2,100,1.0
699,2,100,1.0
700,2,1000,1.0
701,1,10,1.0
702,1,1000,1.0
703,2,100,1.0
704,1,10,1.0
705,1,10,1.0
706,3,100,1.0
707,1,10,1.0
708,2,1000,1.0
709,1,10,1.0
710,1,10,1.0
711,1,100,1.0
712,1,10,1.0
713,1,1000,1.0
714,1,1000,1.0
715,2,100,1.0
717,3,1000,1.0
718,2,100,1.0
719,1,10,1.0
720,1,100,1.0
721,3,1000,1.0
722,1,1000,1.0
723,1,10,1.0
724,1,1000,1.0
725,3,1000,1.0
726,2,1000,1.0
727,3,1000,1.0
728,2,100,1.0
729,2,100,1.0
730,3,1000,1.0
731,1,10,1.0
733,3,1000,1.0
735,3,1000,1.0
736,2,100,1.0
737,3,100,1.0
738,3,100,1.0
739,1,10,1.0
740,2,1000,1.0
741,1,100,1.0
742,2,1000,1.0
743,2,100,1.0
744,3,100,1.0
745,3,10,1.0
746,1,100,1.0
750,1,10,1.0
751,1,10,1.0
752,1,100,1.0
753,2,100,1.0
754,1,100,1.0
755,1,100,1.0
756,2,100,1.0
757,1,100,1.0
758,1,1000,1.0
759,1,10,1.0
760,1,10,1.0
761,2,100,1.0
762,2,1000,1.0
763,1,100,1.0
764,1,10,1.0
765,2,10,1.0
766,3,1000,1.0
768,1,10,1.0
769,1,10,1.0
770,2,100,1.0
771,1,10,1.0
772,2,1000,1.0
773,3,100,1.0
774,1,10,1.0
775,2,10,1.0
777,2,1000,1.0
778,1,1000,1.0
779,2,100,1.0
780,1,100,1.0
781,1,10,1.0
782,1,10,1.0
783,1,10,1.0
784,1,100,1.0
785,3,1000,1.0
786,1,10,1.0
787,1,10,1.0
788,2,100,1.0
789,3,1000,1.0
790,2,100,1.0
791,1,1000,1.0
794,3,1000,1.0
795,2,100,1.0
796,1,10,1.0
797,2,100,1.0
798,2,100,1.0
799,1,100,1.0
800,3,1000,1.0
801,1,10,1.0
802,1,10,1.0
803,1,10,1.0
805,1,100,1.0
806,1,10,1.0
807,2,100,1.0
808,1,10,1.0
809,2,10,1.0
810,2,1000,1.0
811,1,10,1.0
812,1,10,1.0
813,1,10,1.0
814,1,10,1.0
816,2,1000,1.0
818,1,10,1.0
819,1,10,1.0
820,1,100,1.0
821,2,100,1.0
822,1,10,1.0
823,1,10,1.0
824,1,10,1.0
825,1,10,1.0
826,1,100,1.0
827,1,10,1.0
828,1,1000,1.0
829,2,100,1.0
830,2,10,1.0
831,3,10,1.0
833,2,10,1.0
834,3,10,1.0
835,2,100,1.0
836,1,10,1.0
837,2,1000,1.0
838,1,10,1.0
839,1,10,1.0
840,2,1000,1.0
841,2,100,1.0
842,1,10,1.0
843,3,100,1.0
844,1,10,1.0
845,1,10,1.0
846,1,10,1.0
848,2,1000,1.0
849,3,1000,1.0
850,3,1000,1.0
851,1,10,1.0
852,1,10,1.0
853,1,100,1.0
855,1,1000,1.0
856,1,100,1.0
857,1,10,1.0
858,2,100,1.0
859,3,10,1.0
860,2,100,1.0
861,2,100,1.0
862,2,100,1.0
863,1,100,1.0
864,2,100,1.0
865,2,10,1.0
866,2,100,1.0
867,1,10,1.0
868,1,10,1.0
869,2,10,1.0
870,2,1000,1.0
871,2,10,1.0
872,3,1000,1.0
873,2,10,1.0
874,3,100,1.0
875,2,100,1.0
877,2,100,1.0
878,2,100,1.0
879,1,10,1.0
880,1,100,1.0
881,3,1000,1.0
882,2,100,1.0
883,1,1000,1.0
884,2,1000,1.0
885,2,100,1.0
886,2,10,1.0
887,1,1000,1.0
888,2,1000,1.0
889,1,10,1.0
890,2,100,1.0
891,3,100,1.0
892,2,100,1.0
893,2,1000,1.0
894,1,10,1.0
895,2,100,1.0
896,1,10,1.0
897,3,1000,1.0
898,3,10,1.0
899,2,10,1.0
901,1,1000,1.0
902,1,1000,1.0
903,1,100,1.0
904,2,10,1.0
907,2,1000,1.0
908,1,100,1.0
909,3,100,1.0
910,1,10,1.0
911,1,10,1.0
912,2,10,1.0
913,2,1000,1.0
914,1,10,1.0
915,1,100,1.0
917,1,10,1.0
918,1,100,1.0
919,1,100,1.0
920,1,10,1.0
921,2,100,1.0
922,1,100,1.0
923,1,100,1.0
924,2,100,1.0
925,1,1000,1.0
926,1,10,1.0
928,1,10,1.0
929,1,100,1.0
930,1,10,1.0
931,2,100,1.0
932,2,100,1.0
933,2,100,1.0
934,3,1000,1.0
936,3,100,1.0
937,2,100,1.0
938,1,100,1.0
939,1,1000,1.0
940,2,100,1.0
941,1,100,1.0
942,3,1000,1.0
943,1,100,1.0
944,1,10,1.0
945,1,10,1.0
946,1,10,1.0
947,3,1000,1.0
948,3,1000,1.0
949,1,1000,1.0
950,1,1000,1.0
951,3,1000,1.0
952,1,100,1.0
953,1,100,1.0
954,2,10,1.0
955,2,100,1.0
957,2,10,1.0
958,3,1000,1.0
959,1,100,1.0
960,2,10,1.0
961,3,1000,1.0
962,1,100,1.0
963,2,100,1.0
964,1,100,1.0
965,1,1000,1.0
966,1,10,1.0
967,1,100,1.0
969,3,1000,1.0
970,2,100,1.0
971,1,10,1.0
972,2,1000,1.0
973,1,1000,1.0
974,1,10,1.0
975,1,10,1.0
976,1,10,1.0
978,2,1000,1.0
979,3,1000,1.0
980,1,10,1.0
981,2,100,1.0
982,1,1000,1.0
983,2,10,1.0
984,2,100,1.0
985,1,100,1.0
986,1,10,1.0
987,1,100,1.0
988,2,10,1.0
989,1,10,1.0
990,1,10,1.0
992,2,100,1.0
993,2,100,1.0
994,1,10,1.0
996,3,1000,1.0
997,3,1000,1.0
998,1,10,1.0
1000,2,100,1.0
1001,1,10,1.0
1002,1,10,1.0
1003,1,10,1.0
1004,1,100,1.0
1005,2,100,1.0
1006,2,100,1.0
1007,2,100,1.0
1008,3,1000,1.0
1009,1,1000,1.0
1010,2,100,1.0
1011,2,1000,1.0
1013,1,1000,1.0
1014,2,10,1.0
1015,2,100,1.0
1017,1,100,1.0
1018,2,100,1.0
1019,2,100,1.0
1020,3,1000,1.0
1021,3,1000,1.0
1022,2,100,1.0
1023,1,100,1.0
1024,3,100,1.0
1025,3,100,1.0
1026,2,100,1.0
1027,1,100,1.0
1028,1,1000,1.0
1029,1,1000,1.0
1031,3,1000,1.0
1032,1,1000,1.0
1033,1,10,1.0
1034,1,10,1.0
1035,2,100,1.0
1036,1,10,1.0
1037,1,1000,1.0
1038,1,1000,1.0
1039,2,100,1.0
1041,1,10,1.0
1042,1,1000,1.0
1043,3,1000,1.0
1044,1,10,1.0
1045,2,100,1.0
1046,1,100,1.0
1047,1,10,1.0
1048,2,100,1.0
1049,1,10,1.0
1050,2,100,1.0
1051,2,1000,1.0
1052,2,100,1.0
1053,2,1000,1.0
1054,2,10,1.0
1055,1,100,1.0
1056,1,10,1.0
1060,3,1000,1.0
1061,2,10,1.0
1062,2,100,1.0
1063,2,100,1.0
1064,3,100,1.0
1065,3,1000,1.0
1067,3,1000,1.0
1068,1,10,1.0
1069,1,10,1.0
1070,2,100,1.0
1071,3,1000,1.0
1072,1,1000,1.0
1073,3,1000,1.0
1074,1,10,1.0
1075,2,100,1.0
1076,1,10,1.0
1077,2,100,1.0
1078,1,1000,1.0
1079,1,100,1.0
1080,1,1000,1.0
1081,1,10,1.0
1082,1,10,1.0
1083,1,10,1.0
1084,3,1000,1.0
1085,1,1000,1.0
1086,1,100,1.0
1087,1,1000,1.0
1088,2,1000,1.0
1089,1,100,1.0
1090,2,100,1.0
1091,2,100,1.0
1092,2,1000,1.0
1094,2,100,1.0
1095,2,100,1.0
1096,1,1000,1.0
1097,1,10,1.0
1098,1,100,1.0
1099,1,10,1.0
1100,2,1000,1.0
1101,2,1000,1.0
1102,1,10,1.0
1103,2,10,1.0
1104,1,10,1.0
1105,3,10,1.0
1106,1,10,1.0
1107,1,10,1.0
1108,1,10,1.0
1109,1,1000,1.0
1110,1,10,1.0
1112,1,10,1.0
1113,2,10,1.0
1114,2,10,1.0
1115,3,1000,1.0
1116,1,10,1.0
1117,3,10,1.0
1119,1,10,1.0
1121,1,100,1.0
1122,2,1000,1.0
1123,3,1000,1.0
1124,2,1000,1.0
1125,3,10,1.0
1127,1,10,1.0
1128,1,1000,1.0
1130,2,10,1.0
1131,2,100,1.0
1132,1,10,1.0
1133,1,10,1.0
1135,1,10,1.0
1136,1,1000,1.0
1137,3,1000,1.0
1138,1,1000,1.0
1139,1,10,1.0
1140,1,10,1.0
1142,3,10,1.0
1143,1,10,1.0
1144,1,1000,1.0
1145,1,100,1.0
1146,3,100,1.0
1147,2,100,1.0
1148,2,100,1.0
1150,1,10,1.0
1151,1,10,1.0
1152,1,10,1.0
1153,1,10,1.0
1155,2,100,1.0
1156,1,10,1.0
1157,1,10,1.0
1158,2,1000,1.0
1159,1,10,1.0
1160,3,1000,1.0
1161,2,100,1.0
1162,3,10,1.0
1163,3,1000,1.0
1164,3,10,1.0
1165,1,1000,1.0
1166,2,10,1.0
1167,3,100,1.0
1168,2,1000,1.0
1169,1,10,1.0
1170,1,10,1.0
1171,1,10,1.0
1172,1,100,1.0
1173,1,1000,1.0
1174,1,10,1.0
1175,3,10,1.0
1176,2,10,1.0
1177,2,1000,1.0
1178,2,1000,1.0
1179,3,1000,1.0
1180,1,10,1.0
1181,1,1000,1.0
1182,1,10,1.0
1183,1,10,1.0
1184,1,10,1.0
1185,2,100,1.0
1186,2,100,1.0
1187,1,10,1.0
1188,2,1000,1.0
1189,3,1000,1.0
1190,2,100,1.0
1191,3,1000,1.0
1192,1,10,1.0
1194,1,10,1.0
1195,2,100,1.0
1196,1,1000,1.0
1197,1,10,1.0
1198,3,1000,1.0
1199,1,1000,1.0
1200,1,100,1.0
1201,1,10,1.0
1202,1,1000,1.0
1203,1,1000,1.0
1207,1,10,1.0
1208,1,10,1.0
1209,2,1000,1.0
1210,3,100,1.0
1211,3,1000,1.0
1212,2,100,1.0
1213,2,1000,1.0
1214,2,100,1.0
1215,2,100,1.0
1217,1,10,1.0
1218,3,100,1.0
1219,1,1000,1.0
1220,2,100,1.0
1221,2,100,1.0
1222,1,100,1.0
1224,2,100,1.0
1225,3,1000,1.0
1226,1,10,1.0
1227,3,1000,1.0
1229,3,100,1.0
1230,1,10,1.0
1231,1,10,1.0
1233,1,100,1.0
1234,1,10,1.0
1235,2,100,1.0
1236,2,10,1.0
1237,3,1000,1.0
1238,3,1000,1.0
1239,2,10,1.0
1240,2,10,1.0
1241,2,100,1.0
1242,1,10,1.0
1243,1,10,1.0
1244,1,100,1.0
1245,1,10,1.0
1246,3,1000,1.0
1247,2,10,1.0
1248,1,10,1.0
1249,1,10,1.0
1251,3,1000,1.0
1252,2,1000,1.0
1253,1,100,1.0
1254,2,100,1.0
1255,1,10,1.0
1256,1,10,1.0
1257,1,10,1.0
1258,2,10,1.0
1259,1,10,1.0
1261,1,10,1.0
1263,1,1000,1.0
1264,1,10,1.0
1265,2,100,1.0
1266,2,100,1.0
1268,3,100,1.0
1269,3,1000,1.0
1270,2,100,1.0
1271,2,100,1.0
1273,1,10,1.0
1274,1,1000,1.0
1275,2,10,1.0
1276,2,100,1.0
1277,2,100,1.0
1278,2,1000,1.0
1279,1,10,1.0
1280,3,10,1.0
1281,2,100,1.0
1282,1,10,1.0
1283,1,100,1.0
1284,2,100,1.0
1285,2,100,1.0
1286,1,10,1.0
1287,1,10,1.0
1288,1,100,1.0
1290,1,10,1.0
1291,1,100,1.0
1292,2,1000,1.0
1293,2,100,1.0
1294,1,10,1.0
1295,3,1000,1.0
1296,3,1000,1.0
1297,2,100,1.0
1298,2,1000,1.0
1299,1,100,1.0
1300,1,1000,1.0
1301,1,100,1.0
1302,1,10,1.0
1303,1,10,1.0
1304,1,1000,1.0
1305,1,1000,1.0
1306,1,1000,1.0
1307,3,100,1.0
1308,1,10,1.0
1309,1,100,1.0
1310,1,10,1.0
1311,3,1000,1.0
1312,2,1000,1.0
1313,1,10,1.0
1314,2,100,1.0
1315,1,10,1.0
1316,1,10,1.0
1317,2,100,1.0
1318,1,100,1.0
1319,1,10,1.0
1320,2,100,1.0
1321,2,100,1.0
1322,1,10,1.0
1324,2,10,1.0
1325,2,100,1.0
1327,1,10,1.0
1328,2,10,1.0
1329,2,10,1.0
1330,1,10,1.0
1331,3,100,1.0
1332,2,100,1.0
1333,2,100,1.0
1334,2,100,1.0
1335,3,10,1.0
1337,1,1000,1.0
1338,3,1000,1.0
1339,2,100,1.0
1340,3,100,1.0
1342,2,100,1.0
1343,1,100,1.0
1344,1,10,1.0
1345,1,10,1.0
1346,3,100,1.0
1347,1,1000,1.0
1349,1,100,1.0
1350,3,100,1.0
1351,2,100,1.0
1352,1,10,1.0
1355,2,100,1.0
1357,2,1000,1.0
1358,1,1000,1.0
1360,1,10,1.0
1361,2,100,1.0
1362,3,1000,1.0
1364,1,10,1.0
1365,1,10,1.0
1366,1,10,1.0
1367,3,10,1.0
1368,1,10,1.0
1369,1,100,1.0
1370,3,10,1.0
1371,2,100,1.0
1372,3,1000,1.0
1373,3,1000,1.0
1374,1,10,1.0
1375,1,1000,1.0
1376,1,100,1.0
1377,1,10,1.0
1378,2,10,1.0
1379,1,10,1.0
1380,2,100,1.0
1381,1,10,1.0
1382,1,1000,1.0
1385,1,10,1.0
1387,1,100,1.0
1388,1,1000,1.0
1389,1,10,1.0
1390,1,10,1.0
1391,1,10,1.0
1393,2,100,1.0
1394,2,100,1.0
1395,2,10,1.0
1396,3,1000,1.0
1397,1,10,1.0
1398,2,100,1.0
1399,3,1000,1.0
1400,3,10,1.0
1401,1,10,1.0
1402,1,100,1.0
1403,1,100,1.0
1404,1,100,1.0
1405,2,100,1.0
1406,1,100,1.0
1407,2,100,1.0
1409,2,100,1.0
1410,1,10,1.0
1411,2,100,1.0
1412,2,1000,1.0
1413,2,100,1.0
1414,1,10,1.0
1415,1,1000,1.0
1416,1,100,1.0
1417,2,100,1.0
1418,2,100,1.0
1419,2,1000,1.0
1420,1,10,1.0
1421,2,100,1.0
1422,1,100,1.0
1423,1,100,1.0
1424,2,10,1.0
1425,3,1000,1.0
1427,1,10,1.0
1428,1,10,1.0
1429,2,100,1.0
1430,1,10,1.0
1431,2,10,1.0
1432,1,10,1.0
1433,2,100,1.0
1434,3,100,1.0
1435,1,100,1.0
1436,3,1000,1.0
1437,1,100,1.0
1439,1,10,1.0
1440,2,100,1.0
1442,1,10,1.0
1443,2,100,1.0
1444,2,1000,1.0
1445,1,1000,1.0
1446,3,10,1.0
1447,3,100,1.0
1448,1,1000,1.0
1449,1,10,1.0
1450,1,10,1.0
1451,1,100,1.0
1452,1,100,1.0
1453,3,100,1.0
1454,1,10,1.0
1455,1,10,1.0
1456,2,100,1.0
1457,2,100,1.0
1458,3,1000,1.0
1459,2,1000,1.0
1460,1,10,1.0
1461,1,100,1.0
1462,2,1000,1.0
1463,2,10,1.0
1464,3,100,1.0
1465,1,1000,1.0
1466,3,10,1.0
1467,1,10,1.0
1468,1,100,1.0
