block_id,A,B,probability
1359,1,10,0.7499999999999999
1359,2,10,0.15
1359,3,10,0.1
1363,1,10,0.6
1363,1,100,0.2
1363,1,1000,0.2
1383,3,10,0.2
1383,3,100,0.2
1383,3,1000,0.6
1384,1,10,0.6
1384,1,100,0.2
1384,1,1000,0.2
1386,3,10,0.2
1386,3,100,0.2
1386,3,1000,0.6
1392,3,10,0.2
1392,3,100,0.2
1392,3,1000,0.6
1408,1,10,0.6
1408,1,100,0.2
1408,1,1000,0.2
1426,1,10,0.7499999999999999
1426,2,10,0.15
1426,3,10,0.1
1438,1,10,0.6
1438,1,100,0.2
1438,1,1000,0.2
1441,3,10,0.2
1441,3,100,0.2
1441,3,1000,0.6
1471,1,10,0.6
1471,1,100,0.2
1471,1,1000,0.2
1472,1,10,0.7499999999999999
1472,2,10,0.15
1472,3,10,0.1
1473,3,10,0.2
1473,3,100,0.2
1473,3,1000,0.6
1478,1,10,0.7499999999999999
1478,2,10,0.15
1478,3,10,0.1
1480,1,10,0.6
1480,1,100,0.2
1480,1,1000,0.2
1486,1,10,0.7499999999999999
1486,2,10,0.15
1486,3,10,0.1
1498,1,10,0.6
1498,1,100,0.2
1498,1,1000,0.2
1506,1,10,0.7499999999999999
1506,2,10,0.15
1506,3,10,0.1
1520,1,10,0.7499999999999999
1520,2,10,0.15
1520,3,10,0.1
1523,1,10,0.6
1523,1,100,0.2
1523,1,1000,0.2
1533,1,10,0.7499999999999999
1533,2,10,0.15
1533,3,10,0.1
1551,3,10,0.2
1551,3,100,0.2
1551,3,1000,0.6
1553,1,10,0.6
1553,1,100,0.2
1553,1,1000,0.2
1555,1,10,0.6
1555,1,100,0.2
1555,1,1000,0.2
1564,1,10,0.7499999999999999
1564,2,10,0.15
1564,3,10,0.1
1568,3,10,0.2
1568,3,100,0.2
1568,3,1000,0.6
1570,3,10,0.2
1570,3,100,0.2
1570,3,1000,0.6
1574,1,10,0.6
1574,1,100,0.2
1574,1,1000,0.2
1577,1,10,0.7499999999999999
1577,2,10,0.15
1577,3,10,0.1
1584,3,10,0.2
1584,3,100,0.2
1584,3,1000,0.6
1591,1,10,0.6
1591,1,100,0.2
1591,1,1000,0.2
1596,3,10,0.2
1596,3,100,0.2
1596,3,1000,0.6
1598,1,10,0.7499999999999999
1598,2,10,0.15
1598,3,10,0.1
1605,1,10,0.7499999999999999
1605,2,10,0.15
1605,3,10,0.1
1611,3,10,0.2
1611,3,100,0.2
1611,3,1000,0.6
1626,3,10,0.2
1626,3,100,0.2
1626,3,1000,0.6
1631,1,10,0.6
1631,1,100,0.2
1631,1,1000,0.2
1633,1,10,0.6
1633,1,100,0.2
1633,1,1000,0.2
1639,1,10,0.7499999999999999
1639,2,10,0.15
1639,3,10,0.1
1651,1,10,0.7499999999999999
1651,2,10,0.15
1651,3,10,0.1
1678,1,10,0.7499999999999999
1678,2,10,0.15
1678,3,10,0.1
1685,3,10,0.2
1685,3,100,0.2
1685,3,1000,0.6
1706,3,10,0.2
1706,3,100,0.2
1706,3,1000,0.6
1725,3,10,0.2
1725,3,100,0.2
1725,3,1000,0.6
1728,1,10,0.6
1728,1,100,0.2
1728,1,1000,0.2
1732,1,10,0.6
1732,1,100,0.2
1732,1,1000,0.2
1744,1,10,0.6
1744,1,100,0.2
1744,1,1000,0.2
1752,1,10,0.6
1752,1,100,0.2
1752,1,1000,0.2
1766,1,10,0.6
1766,1,100,0.2
1766,1,1000,0.2
1786,1,10,0.6
1786,1,100,0.2
1786,1,1000,0.2
1793,3,10,0.2
1793,3,100,0.2
1793,3,1000,0.6
1870,1,10,0.6
1870,1,100,0.2
1870,1,1000,0.2
1877,1,10,0.6
1877,1,100,0.2
1877,1,1000,0.2
1882,1,10,0.6
1882,1,100,0.2
1882,1,1000,0.2
1889,1,10,0.7499999999999999
1889,2,10,0.15
1889,3,10,0.1
1894,1,10,0.6
1894,1,100,0.2
1894,1,1000,0.2
1899,1,10,0.7499999999999999
1899,2,10,0.15
1899,3,10,0.1
1909,3,10,0.2
1909,3,100,0.2
1909,3,1000,0.6
1934,3,10,0.2
1934,3,100,0.2
1934,3,1000,0.6
1947,3,10,0.2
1947,3,100,0.2
1947,3,1000,0.6
1952,1,10,0.6
1952,1,100,0.2
1952,1,1000,0.2
1963,1,10,0.6
1963,1,100,0.2
1963,1,1000,0.2
1974,1,10,0.7499999999999999
1974,2,10,0.15
1974,3,10,0.1
1978,1,10,0.6
1978,1,100,0.2
1978,1,1000,0.2
1979,1,10,0.6
1979,1,100,0.2
1979,1,1000,0.2
1980,1,10,0.7499999999999999
1980,2,10,0.15
1980,3,10,0.1
1984,1,10,0.7499999999999999
1984,2,10,0.15
1984,3,10,0.1
1991,1,10,0.7499999999999999
1991,2,10,0.15
1991,3,10,0.1
1992,3,10,0.2
1992,3,100,0.2
1992,3,1000,0.6
1999,3,10,0.2
1999,3,100,0.2
1999,3,1000,0.6
2019,3,10,0.2
2019,3,100,0.2
2019,3,1000,0.6
2023,3,10,0.2
2023,3,100,0.2
2023,3,1000,0.6
2034,1,10,0.6
2034,1,100,0.2
2034,1,1000,0.2
2038,1,10,0.6
2038,1,100,0.2
2038,1,1000,0.2
2053,1,10,0.6
2053,1,100,0.2
2053,1,1000,0.2
2079,1,10,0.6
2079,1,100,0.2
2079,1,1000,0.2
2080,1,10,0.7499999999999999
2080,2,10,0.15
2080,3,10,0.1
2081,1,10,0.6
2081,1,100,0.2
2081,1,1000,0.2
2083,1,10,0.8823529411764706
2083,1,100,0.0
2083,1,1000,0.0
2083,2,10,0.0
2083,2,100,0.0
2083,2,1000,0.0
2083,3,10,0.1176470588235294
2083,3,100,0.0
2083,3,1000,0.0
2084,1,10,0.6
2084,1,100,0.2
2084,1,1000,0.2
2087,1,10,0.6
2087,1,100,0.2
2087,1,1000,0.2
2101,1,10,0.8823529411764706
2101,1,100,0.0
2101,1,1000,0.0
2101,2,10,0.0
2101,2,100,0.0
2101,2,1000,0.0
2101,3,10,0.1176470588235294
2101,3,100,0.0
2101,3,1000,0.0
2103,1,10,0.6
2103,1,100,0.2
2103,1,1000,0.2
2106,3,10,0.2
2106,3,100,0.2
2106,3,1000,0.6
2122,1,10,0.7499999999999999
2122,2,10,0.15
2122,3,10,0.1
2123,1,10,0.6
2123,1,100,0.2
2123,1,1000,0.2
2137,3,10,0.2
2137,3,100,0.2
2137,3,1000,0.6
2138,1,10,0.6
2138,1,100,0.2
2138,1,1000,0.2
2151,1,10,0.7499999999999999
2151,2,10,0.15
2151,3,10,0.1
2160,1,10,0.7499999999999999
2160,2,10,0.15
2160,3,10,0.1
2164,1,10,0.6
2164,1,100,0.2
2164,1,1000,0.2
2167,1,10,0.6
2167,1,100,0.2
2167,1,1000,0.2
2168,1,10,0.7499999999999999
2168,2,10,0.15
2168,3,10,0.1
2174,3,10,0.2
2174,3,100,0.2
2174,3,1000,0.6
2175,1,10,0.6
2175,1,100,0.2
2175,1,1000,0.2
2184,1,10,0.7499999999999999
2184,2,10,0.15
2184,3,10,0.1
2198,1,10,0.6
2198,1,100,0.2
2198,1,1000,0.2
2199,1,10,0.6
2199,1,100,0.2
2199,1,1000,0.2
2214,1,10,0.6
2214,1,100,0.2
2214,1,1000,0.2
2228,1,10,0.6
2228,1,100,0.2
2228,1,1000,0.2
2234,1,10,0.7499999999999999
2234,2,10,0.15
2234,3,10,0.1
2256,1,10,0.8823529411764706
2256,1,100,0.0
2256,1,1000,0.0
2256,2,10,0.0
2256,2,100,0.0
2256,2,1000,0.0
2256,3,10,0.1176470588235294
2256,3,100,0.0
2256,3,1000,0.0
2259,3,10,0.2
2259,3,100,0.2
2259,3,1000,0.6
2268,1,10,0.6
2268,1,100,0.2
2268,1,1000,0.2
2311,3,10,0.2
2311,3,100,0.2
2311,3,1000,0.6
2315,1,10,0.7499999999999999
2315,2,10,0.15
2315,3,10,0.1
2320,1,10,0.7499999999999999
2320,2,10,0.15
2320,3,10,0.1
2327,1,10,0.6
2327,1,100,0.2
2327,1,1000,0.2
2346,1,10,0.6
2346,1,100,0.2
2346,1,1000,0.2
2376,3,10,0.2
2376,3,100,0.2
2376,3,1000,0.6
2377,1,10,0.6
2377,1,100,0.2
2377,1,1000,0.2
2384,1,10,0.6
2384,1,100,0.2
2384,1,1000,0.2
2396,1,10,0.7499999999999999
2396,2,10,0.15
2396,3,10,0.1
2400,1,10,0.7499999999999999
2400,2,10,0.15
2400,3,10,0.1
2408,1,10,0.7499999999999999
2408,2,10,0.15
2408,3,10,0.1
2411,1,10,0.6
2411,1,100,0.2
2411,1,1000,0.2
2428,1,10,0.6
2428,1,100,0.2
2428,1,1000,0.2
2436,1,10,0.6
2436,1,100,0.2
2436,1,1000,0.2
2438,3,10,0.2
2438,3,100,0.2
2438,3,1000,0.6
2454,1,10,0.7499999999999999
2454,2,10,0.15
2454,3,10,0.1
2482,1,10,0.6
2482,1,100,0.2
2482,1,1000,0.2
2500,1,10,0.6
2500,1,100,0.2
2500,1,1000,0.2
2501,1,10,0.7499999999999999
2501,2,10,0.15
2501,3,10,0.1
2533,1,10,0.6
2533,1,100,0.2
2533,1,1000,0.2
2546,1,10,0.6
2546,1,100,0.2
2546,1,1000,0.2
2551,3,10,0.2
2551,3,100,0.2
2551,3,1000,0.6
2564,1,10,0.6
2564,1,100,0.2
2564,1,1000,0.2
2578,1,10,0.7499999999999999
2578,2,10,0.15
2578,3,10,0.1
2596,3,10,0.2
2596,3,100,0.2
2596,3,1000,0.6
2606,3,10,0.2
2606,3,100,0.2
2606,3,1000,0.6
2607,1,10,0.7499999999999999
2607,2,10,0.15
2607,3,10,0.1
2616,3,10,0.2
2616,3,100,0.2
2616,3,1000,0.6
2619,1,10,0.7499999999999999
2619,2,10,0.15
2619,3,10,0.1
2644,1,10,0.7499999999999999
2644,2,10,0.15
2644,3,10,0.1
2656,3,10,0.2
2656,3,100,0.2
2656,3,1000,0.6
2658,1,10,0.8823529411764706
2658,1,100,0.0
2658,1,1000,0.0
2658,2,10,0.0
2658,2,100,0.0
2658,2,1000,0.0
2658,3,10,0.1176470588235294
2658,3,100,0.0
2658,3,1000,0.0
2660,3,10,0.2
2660,3,100,0.2
2660,3,1000,0.6
2674,1,10,0.7499999999999999
2674,2,10,0.15
2674,3,10,0.1
2685,1,10,0.7499999999999999
2685,2,10,0.15
2685,3,10,0.1
2696,1,10,0.7499999999999999
2696,2,10,0.15
2696,3,10,0.1
2711,1,10,0.6
2711,1,100,0.2
2711,1,1000,0.2
2715,3,10,0.2
2715,3,100,0.2
2715,3,1000,0.6
2719,1,10,0.7499999999999999
2719,2,10,0.15
2719,3,10,0.1
2727,1,10,0.7499999999999999
2727,2,10,0.15
2727,3,10,0.1
2735,1,10,0.6
2735,1,100,0.2
2735,1,1000,0.2
2739,1,10,0.6
2739,1,100,0.2
2739,1,1000,0.2
2746,1,10,0.6
2746,1,100,0.2
2746,1,1000,0.2
2748,3,10,0.2
2748,3,100,0.2
2748,3,1000,0.6
2751,1,10,0.6
2751,1,100,0.2
2751,1,1000,0.2
2756,1,10,0.7499999999999999
2756,2,10,0.15
2756,3,10,0.1
2762,1,10,0.7499999999999999
2762,2,10,0.15
2762,3,10,0.1
2764,1,10,0.7499999999999999
2764,2,10,0.15
2764,3,10,0.1
2775,1,10,0.7499999999999999
2775,2,10,0.15
2775,3,10,0.1
2785,1,10,0.6
2785,1,100,0.2
2785,1,1000,0.2
2808,1,10,0.6
2808,1,100,0.2
2808,1,1000,0.2
2840,1,10,0.7499999999999999
2840,2,10,0.15
2840,3,10,0.1
2868,1,10,0.7499999999999999
2868,2,10,0.15
2868,3,10,0.1
2871,1,10,0.7499999999999999
2871,2,10,0.15
2871,3,10,0.1
2891,1,10,0.6
2891,1,100,0.2
2891,1,1000,0.2
2895,1,10,0.6
2895,1,100,0.2
2895,1,1000,0.2
2896,3,10,0.2
2896,3,100,0.2
2896,3,1000,0.6
2901,3,10,0.2
2901,3,100,0.2
2901,3,1000,0.6
2911,3,10,0.2
2911,3,100,0.2
2911,3,1000,0.6
2914,1,10,0.6
2914,1,100,0.2
2914,1,1000,0.2
2915,1,10,0.6
2915,1,100,0.2
2915,1,1000,0.2
2917,3,10,0.2
2917,3,100,0.2
2917,3,1000,0.6
2920,3,10,0.2
2920,3,100,0.2
2920,3,1000,0.6
2921,3,10,0.2
2921,3,100,0.2
2921,3,1000,0.6
2925,3,10,0.2
2925,3,100,0.2
2925,3,1000,0.6
2929,1,10,0.7499999999999999
2929,2,10,0.15
2929,3,10,0.1
2930,1,10,0.7499999999999999
2930,2,10,0.15
2930,3,10,0.1
2932,1,10,0.6
2932,1,100,0.2
2932,1,1000,0.2
2960,1,10,0.6
2960,1,100,0.2
2960,1,1000,0.2
2972,3,10,0.2
2972,3,100,0.2
2972,3,1000,0.6
2998,1,10,0.7499999999999999
2998,2,10,0.15
2998,3,10,0.1
3000,1,10,0.6
3000,1,100,0.2
3000,1,1000,0.2
3019,1,10,0.6
3019,1,100,0.2
3019,1,1000,0.2
3022,3,10,0.2
3022,3,100,0.2
3022,3,1000,0.6
3047,1,10,0.6
3047,1,100,0.2
3047,1,1000,0.2
3048,1,10,0.6
3048,1,100,0.2
3048,1,1000,0.2
3073,1,10,0.7499999999999999
3073,2,10,0.15
3073,3,10,0.1
3076,3,10,0.2
3076,3,100,0.2
3076,3,1000,0.6
3079,3,10,0.2
3079,3,100,0.2
3079,3,1000,0.6
3080,1,10,0.6
3080,1,100,0.2
3080,1,1000,0.2
3093,3,10,0.2
3093,3,100,0.2
3093,3,1000,0.6
3103,1,10,0.7499999999999999
3103,2,10,0.15
3103,3,10,0.1
3116,1,10,0.7499999999999999
3116,2,10,0.15
3116,3,10,0.1
3120,1,10,0.6
3120,1,100,0.2
3120,1,1000,0.2
3121,1,10,0.6
3121,1,100,0.2
3121,1,1000,0.2
3132,3,10,0.2
3132,3,100,0.2
3132,3,1000,0.6
3146,1,10,0.6
3146,1,100,0.2
3146,1,1000,0.2
3165,1,10,0.6
3165,1,100,0.2
3165,1,1000,0.2
3170,1,10,0.7499999999999999
3170,2,10,0.15
3170,3,10,0.1
3171,1,10,0.6
3171,1,100,0.2
3171,1,1000,0.2
3179,1,10,0.6
3179,1,100,0.2
3179,1,1000,0.2
3181,3,10,0.2
3181,3,100,0.2
3181,3,1000,0.6
3196,1,10,0.6
3196,1,100,0.2
3196,1,1000,0.2
3214,1,10,0.6
3214,1,100,0.2
3214,1,1000,0.2
3224,1,10,0.6
3224,1,100,0.2
3224,1,1000,0.2
3229,1,10,0.6
3229,1,100,0.2
3229,1,1000,0.2
3244,3,10,0.2
3244,3,100,0.2
3244,3,1000,0.6
3266,1,10,0.7499999999999999
3266,2,10,0.15
3266,3,10,0.1
3296,3,10,0.2
3296,3,100,0.2
3296,3,1000,0.6
3332,1,10,0.7499999999999999
3332,2,10,0.15
3332,3,10,0.1
3335,1,10,0.6
3335,1,100,0.2
3335,1,1000,0.2
3338,1,10,0.7499999999999999
3338,2,10,0.15
3338,3,10,0.1
3343,1,10,0.6
3343,1,100,0.2
3343,1,1000,0.2
3348,1,10,0.6
3348,1,100,0.2
3348,1,1000,0.2
3352,1,10,0.6
3352,1,100,0.2
3352,1,1000,0.2
3371,1,10,0.8823529411764706
3371,1,100,0.0
3371,1,1000,0.0
3371,2,10,0.0
3371,2,100,0.0
3371,2,1000,0.0
3371,3,10,0.1176470588235294
3371,3,100,0.0
3371,3,1000,0.0
3391,1,10,0.7499999999999999
3391,2,10,0.15
3391,3,10,0.1
3394,1,10,0.7499999999999999
3394,2,10,0.15
3394,3,10,0.1
3407,1,10,0.6
3407,1,100,0.2
3407,1,1000,0.2
3413,1,10,0.7499999999999999
3413,2,10,0.15
3413,3,10,0.1
3428,3,10,0.2
3428,3,100,0.2
3428,3,1000,0.6
3459,1,10,0.6
3459,1,100,0.2
3459,1,1000,0.2
3483,1,10,0.7499999999999999
3483,2,10,0.15
3483,3,10,0.1
3489,1,10,0.7499999999999999
3489,2,10,0.15
3489,3,10,0.1
3494,3,10,0.2
3494,3,100,0.2
3494,3,1000,0.6
3507,1,10,0.7499999999999999
3507,2,10,0.15
3507,3,10,0.1
3520,1,10,0.7499999999999999
3520,2,10,0.15
3520,3,10,0.1
3524,1,10,0.6
3524,1,100,0.2
3524,1,1000,0.2
3539,3,10,0.2
3539,3,100,0.2
3539,3,1000,0.6
3554,3,10,0.2
3554,3,100,0.2
3554,3,1000,0.6
3564,1,10,0.6
3564,1,100,0.2
3564,1,1000,0.2
3567,3,10,0.2
3567,3,100,0.2
3567,3,1000,0.6
3583,1,10,0.6
3583,1,100,0.2
3583,1,1000,0.2
3593,1,10,0.6
3593,1,100,0.2
3593,1,1000,0.2
3604,1,10,0.7499999999999999
3604,2,10,0.15
3604,3,10,0.1
3618,3,10,0.2
3618,3,100,0.2
3618,3,1000,0.6
3629,3,10,0.2
3629,3,100,0.2
3629,3,1000,0.6
3635,1,10,0.6
3635,1,100,0.2
3635,1,1000,0.2
3645,3,10,0.2
3645,3,100,0.2
3645,3,1000,0.6
3656,1,10,0.6
3656,1,100,0.2
3656,1,1000,0.2
3660,1,10,0.6
3660,1,100,0.2
3660,1,1000,0.2
3664,1,10,0.6
3664,1,100,0.2
3664,1,1000,0.2
3666,1,10,0.7499999999999999
3666,2,10,0.15
3666,3,10,0.1
3671,1,10,0.7499999999999999
3671,2,10,0.15
3671,3,10,0.1
3672,1,10,0.7499999999999999
3672,2,10,0.15
3672,3,10,0.1
3682,1,10,0.7499999999999999
3682,2,10,0.15
3682,3,10,0.1
3688,1,10,0.7499999999999999
3688,2,10,0.15
3688,3,10,0.1
3689,1,10,0.7499999999999999
3689,2,10,0.15
3689,3,10,0.1
3705,3,10,0.2
