block_id,A,B,probability
343,2,100,1.0
344,1,100,1.0
345,1,100,1.0
346,1,10,1.0
347,3,1000,1.0
348,2,1000,1.0
349,1,100,1.0
350,3,1000,1.0
351,3,100,1.0
352,2,100,1.0
353,3,1000,1.0
354,2,100,1.0
355,1,100,1.0
356,3,10,0.2
356,3,100,0.2
356,3,1000,0.6
357,2,1000,1.0
358,1,10,1.0
359,2,100,1.0
360,1,100,1.0
361,3,1000,1.0
362,1,1000,1.0
363,2,10,1.0
364,1,10,1.0
365,3,10,0.2
365,3,100,0.2
365,3,1000,0.6
366,1,10,0.6
366,1,100,0.2
366,1,1000,0.2
367,3,1000,1.0
368,1,10,1.0
369,3,100,1.0
370,2,100,1.0
371,1,100,1.0
372,1,1000,1.0
373,1,10,1.0
374,3,1000,1.0
375,1,10,1.0
376,2,10,1.0
377,1,1000,1.0
378,1,10,0.7499999999999999
378,2,10,0.15
378,3,10,0.10000000000000002
379,1,1000,1.0
380,1,10,0.7499999999999999
380,2,10,0.15
380,3,10,0.10000000000000002
381,1,1000,1.0
382,3,10,0.2
382,3,100,0.2
382,3,1000,0.6
383,2,1000,1.0
384,1,10,0.6
384,1,100,0.2
384,1,1000,0.2
385,1,10,0.6
385,1,100,0.2
385,1,1000,0.2
386,3,1000,1.0
387,1,1000,1.0
388,2,100,1.0
389,2,100,1.0
390,2,100,1.0
391,3,1000,1.0
392,1,10,1.0
393,1,100,1.0
394,2,1000,1.0
395,3,100,1.0
396,2,100,1.0
397,1,10,1.0
398,2,10,1.0
399,2,100,1.0
400,1,10,1.0
401,2,100,1.0
402,2,100,1.0
403,1,10,0.7499999999999999
403,2,10,0.15
403,3,10,0.10000000000000002
404,2,10,1.0
405,1,100,1.0
406,1,10,0.7499999999999999
406,2,10,0.15
406,3,10,0.10000000000000002
407,1,10,0.7499999999999999
407,2,10,0.15
407,3,10,0.10000000000000002
408,1,10,1.0
409,1,1000,1.0
410,1,1000,1.0
411,1,10,1.0
412,1,10,1.0
413,2,1000,1.0
414,1,1000,1.0
415,1,10,1.0
416,2,1000,1.0
417,3,10,0.2
417,3,100,0.2
417,3,1000,0.6
418,1,10,0.7499999999999999
418,2,10,0.15
418,3,10,0.10000000000000002
419,1,1000,1.0
420,2,100,1.0
421,2,100,1.0
422,2,10,1.0
423,1,100,1.0
424,1,10,1.0
425,3,1000,1.0
426,1,10,0.6
426,1,100,0.2
426,1,1000,0.2
427,2,100,1.0
428,1,10,1.0
429,3,100,1.0
430,3,100,1.0
431,1,10,1.0
432,2,100,1.0
433,2,1000,1.0
434,2,100,1.0
435,1,10,1.0
436,3,100,1.0
437,3,1000,1.0
438,1,10,1.0
439,1,10,1.0
440,1,10,0.6
440,1,100,0.2
440,1,1000,0.2
441,1,10,1.0
442,1,1000,1.0
443,2,100,1.0
444,3,1000,1.0
445,1,10,1.0
446,1,1000,1.0
447,3,10,0.2
447,3,100,0.2
447,3,1000,0.6
448,1,10,1.0
449,3,1000,1.0
450,1,1000,1.0
451,2,100,1.0
452,3,10,1.0
453,1,10,0.7499999999999999
453,2,10,0.15
453,3,10,0.10000000000000002
454,1,10,0.7499999999999999
454,2,10,0.15
454,3,10,0.10000000000000002
455,2,1000,1.0
456,1,10,0.6
456,1,100,0.2
456,1,1000,0.2
457,3,1000,1.0
458,2,100,1.0
459,3,1000,1.0
460,1,100,1.0
461,1,10,1.0
462,1,1000,1.0
463,2,1000,1.0
464,1,1000,1.0
465,2,100,1.0
466,1,10,1.0
467,2,1000,1.0
468,2,100,1.0
469,3,1000,1.0
470,1,1000,1.0
471,1,1000,1.0
472,1,10,1.0
473,1,10,1.0
474,1,1000,1.0
475,1,10,1.0
476,1,1000,1.0
477,1,10,1.0
478,2,100,1.0
479,3,1000,1.0
480,1,10,1.0
481,2,100,1.0
482,1,10,0.6
482,1,100,0.2
482,1,1000,0.2
483,1,1000,1.0
484,1,10,1.0
485,3,1000,1.0
486,2,1000,1.0
487,1,10,1.0
488,1,10,1.0
489,1,10,1.0
490,1,100,1.0
491,1,100,1.0
492,3,1000,1.0
493,2,100,1.0
494,1,100,1.0
495,1,10,0.7499999999999999
495,2,10,0.15
495,3,10,0.10000000000000002
496,1,10,1.0
497,2,100,1.0
498,1,10,1.0
499,3,1000,1.0
500,3,1000,1.0
501,1,1000,1.0
502,1,10,1.0
503,1,10,1.0
504,1,10,1.0
505,1,10,1.0
506,3,1000,1.0
507,2,1000,1.0
508,1,100,1.0
509,2,100,1.0
510,3,1000,1.0
511,1,100,1.0
512,1,1000,1.0
513,1,10,1.0
514,2,100,1.0
515,2,100,1.0
516,1,100,1.0
517,2,100,1.0
518,1,10,1.0
519,1,1000,1.0
520,1,10,0.7499999999999999
520,2,10,0.15
520,3,10,0.10000000000000002
521,3,1000,1.0
522,2,1000,1.0
523,3,1000,1.0
524,2,100,1.0
525,1,10,1.0
526,1,10,1.0
527,2,1000,1.0
528,2,1000,1.0
529,2,100,1.0
530,1,1000,1.0
531,2,10,1.0
532,2,10,1.0
533,3,1000,1.0
534,2,10,1.0
535,1,1000,1.0
536,1,1000,1.0
537,1,10,0.7499999999999999
537,2,10,0.15
537,3,10,0.10000000000000002
538,1,10,0.6
538,1,100,0.2
538,1,1000,0.2
539,2,100,1.0
540,3,1000,1.0
541,3,100,1.0
542,1,1000,1.0
543,2,100,1.0
544,2,1000,1.0
545,1,10,1.0
546,2,100,1.0
547,3,1000,1.0
548,1,10,1.0
549,1,100,1.0
550,2,100,1.0
551,2,1000,1.0
552,1,10,0.7499999999999999
552,2,10,0.15
552,3,10,0.10000000000000002
553,1,1000,1.0
554,3,1000,1.0
555,1,10,0.8823529411764706
555,1,100,0.0
555,1,1000,0.0
555,2,10,0.0
555,2,100,0.0
555,2,1000,0.0
555,3,10,0.11764705882352945
555,3,100,0.0
555,3,1000,0.0
556,1,10,1.0
557,3,1000,1.0
558,1,10,1.0
559,1,1000,1.0
560,1,10,1.0
561,3,1000,1.0
562,2,100,1.0
563,1,10,1.0
564,1,10,1.0
565,1,100,1.0
566,2,100,1.0
567,1,10,1.0
568,2,1000,1.0
569,2,100,1.0
570,2,10,1.0
571,1,10,1.0
572,3,10,1.0
573,2,100,1.0
574,1,1000,1.0
575,2,100,1.0
576,1,1000,1.0
577,3,1000,1.0
578,1,100,1.0
579,1,10,1.0
580,1,100,1.0
581,1,10,1.0
582,2,100,1.0
583,3,1000,1.0
584,1,10,0.6
584,1,100,0.2
584,1,1000,0.2
585,1,10,1.0
586,1,100,1.0
587,3,10,1.0
588,1,100,1.0
589,2,100,1.0
590,3,100,1.0
591,1,10,0.7499999999999999
591,2,10,0.15
591,3,10,0.10000000000000002
592,1,10,1.0
593,1,1000,1.0
594,3,10,0.2
594,3,100,0.2
594,3,1000,0.6
595,2,10,1.0
596,1,10,1.0
597,2,10,1.0
598,1,10,1.0
599,3,1000,1.0
600,1,100,1.0
601,2,100,1.0
602,2,100,1.0
603,1,1000,1.0
604,1,10,0.7499999999999999
604,2,10,0.15
604,3,10,0.10000000000000002
605,1,10,1.0
606,1,10,1.0
607,2,1000,1.0
608,2,100,1.0
609,3,1000,1.0
610,1,10,1.0
611,1,10,1.0
612,3,1000,1.0
613,2,10,1.0
614,1,100,1.0
615,3,100,1.0
616,3,1000,1.0
617,1,10,1.0
618,2,1000,1.0
619,1,100,1.0
620,3,100,1.0
621,1,10,1.0
622,2,1000,1.0
623,1,10,1.0
624,1,1000,1.0
625,1,1000,1.0
626,3,10,0.2
626,3,100,0.2
626,3,1000,0.6
627,3,100,1.0
628,3,1000,1.0
629,3,1000,1.0
630,1,100,1.0
631,1,10,1.0
632,1,10,1.0
633,3,10,1.0
634,3,100,1.0
635,2,10,1.0
636,2,10,1.0
637,1,100,1.0
638,2,10,1.0
639,1,10,0.6
639,1,100,0.2
639,1,1000,0.2
640,1,100,1.0
641,3,100,1.0
642,1,10,1.0
643,3,1000,1.0
644,1,10,0.6
644,1,100,0.2
644,1,1000,0.2
645,1,1000,1.0
646,3,1000,1.0
647,1,10,1.0
648,3,1000,1.0
649,1,10,1.0
650,2,100,1.0
651,1,10,0.6
651,1,100,0.2
651,1,1000,0.2
652,3,1000,1.0
653,1,100,1.0
654,2,100,1.0
655,1,10,1.0
656,3,1000,1.0
657,3,1000,1.0
658,1,100,1.0
659,1,10,1.0
660,3,100,1.0
661,1,1000,1.0
662,1,10,0.6
662,1,100,0.2
662,1,1000,0.2
663,2,100,1.0
664,1,10,1.0
665,1,10,1.0
666,2,100,1.0
667,2,100,1.0
668,2,10,1.0
669,2,100,1.0
670,1,100,1.0
671,2,100,1.0
672,1,10,1.0
673,3,100,1.0
674,1,10,1.0
675,1,1000,1.0
676,2,1000,1.0
677,1,1000,1.0
678,2,10,1.0
679,2,10,1.0
680,3,1000,1.0
681,1,10,1.0
682,1,1000,1.0
683,3,1000,1.0
684,1,1000,1.0
685,2,100,1.0
686,3,10,1.0
687,3,1000,1.0
688,1,100,1.0
689,3,1000,1.0
690,1,100,1.0
691,2,100,1.0
692,2,100,1.0
693,3,100,1.0
694,1,100,1.0
695,1,10,1.0
696,1,1000,1.0
697,2,100,1.0
698,2,100,1.0
699,2,100,1.0
700,2,1000,1.0
701,1,10,1.0
702,1,1000,1.0
703,2,100,1.0
704,1,10,1.0
705,1,10,1.0
706,3,100,1.0
707,1,10,1.0
708,2,1000,1.0
709,1,10,1.0
710,1,10,1.0
711,1,100,1.0
712,1,10,1.0
713,1,1000,1.0
714,1,1000,1.0
715,2,100,1.0
716,1,10,0.6
716,1,100,0.2
716,1,1000,0.2
717,3,1000,1.0
718,2,100,1.0
719,1,10,1.0
720,1,100,1.0
721,3,1000,1.0
722,1,1000,1.0
723,1,10,1.0
724,1,1000,1.0
725,3,1000,1.0
726,2,1000,1.0
727,3,1000,1.0
728,2,100,1.0
729,2,100,1.0
730,3,1000,1.0
731,1,10,1.0
732,1,10,0.7499999999999999
732,2,10,0.15
732,3,10,0.10000000000000002
733,3,1000,1.0
734,1,10,0.7499999999999999
734,2,10,0.15
734,3,10,0.10000000000000002
735,3,1000,1.0
736,2,100,1.0
737,3,100,1.0
738,3,100,1.0
739,1,10,1.0
740,2,1000,1.0
741,1,100,1.0
742,2,1000,1.0
743,2,100,1.0
744,3,100,1.0
745,3,10,1.0
746,1,100,1.0
747,1,10,0.7499999999999999
747,2,10,0.15
747,3,10,0.10000000000000002
748,3,10,0.2
748,3,100,0.2
748,3,1000,0.6
749,1,10,0.8823529411764706
749,1,100,0.0
749,1,1000,0.0
749,2,10,0.0
749,2,100,0.0
749,2,1000,0.0
749,3,10,0.11764705882352945
749,3,100,0.0
749,3,1000,0.0
750,1,10,1.0
751,1,10,1.0
752,1,100,1.0
753,2,100,1.0
754,1,100,1.0
755,1,100,1.0
756,2,100,1.0
757,1,100,1.0
758,1,1000,1.0
759,1,10,1.0
760,1,10,1.0
761,2,100,1.0
762,2,1000,1.0
763,1,100,1.0
764,1,10,1.0
765,2,10,1.0
766,3,1000,1.0
767,1,10,0.6
767,1,100,0.2
767,1,1000,0.2
768,1,10,1.0
769,1,10,1.0
770,2,100,1.0
771,1,10,1.0
772,2,1000,1.0
773,3,100,1.0
774,1,10,1.0
775,2,10,1.0
776,1,10,0.7499999999999999
776,2,10,0.15
776,3,10,0.10000000000000002
777,2,1000,1.0
778,1,1000,1.0
779,2,100,1.0
780,1,100,1.0
781,1,10,1.0
782,1,10,1.0
783,1,10,1.0
784,1,100,1.0
785,3,1000,1.0
786,1,10,1.0
787,1,10,1.0
788,2,100,1.0
789,3,1000,1.0
790,2,100,1.0
791,1,1000,1.0
792,1,10,0.6
792,1,100,0.2
792,1,1000,0.2
793,1,10,0.7499999999999999
793,2,10,0.15
793,3,10,0.10000000000000002
794,3,1000,1.0
795,2,100,1.0
796,1,10,1.0
797,2,100,1.0
798,2,100,1.0
799,1,100,1.0
800,3,1000,1.0
801,1,10,1.0
802,1,10,1.0
803,1,10,1.0
804,1,10,0.6
804,1,100,0.2
804,1,1000,0.2
805,1,100,1.0
806,1,10,1.0
807,2,100,1.0
808,1,10,1.0
809,2,10,1.0
810,2,1000,1.0
811,1,10,1.0
812,1,10,1.0
813,1,10,1.0
814,1,10,1.0
815,1,10,0.6
815,1,100,0.2
815,1,1000,0.2
816,2,1000,1.0
817,3,10,0.2
817,3,100,0.2
817,3,1000,0.6
818,1,10,1.0
819,1,10,1.0
820,1,100,1.0
821,2,100,1.0
822,1,10,1.0
823,1,10,1.0
824,1,10,1.0
825,1,10,1.0
826,1,100,1.0
827,1,10,1.0
828,1,1000,1.0
829,2,100,1.0
830,2,10,1.0
831,3,10,1.0
832,1,10,0.6
832,1,100,0.2
832,1,1000,0.2
833,2,10,1.0
834,3,10,1.0
835,2,100,1.0
836,1,10,1.0
837,2,1000,1.0
838,1,10,1.0
839,1,10,1.0
840,2,1000,1.0
841,2,100,1.0
842,1,10,1.0
843,3,100,1.0
844,1,10,1.0
845,1,10,1.0
846,1,10,1.0
847,1,10,0.6
847,1,100,0.2
847,1,1000,0.2
848,2,1000,1.0
849,3,1000,1.0
850,3,1000,1.0
851,1,10,1.0
852,1,10,1.0
853,1,100,1.0
854,1,10,0.7499999999999999
854,2,10,0.15
854,3,10,0.10000000000000002
855,1,1000,1.0
856,1,100,1.0
857,1,10,1.0
858,2,100,1.0
859,3,10,1.0
860,2,100,1.0
861,2,100,1.0
862,2,100,1.0
863,1,100,1.0
864,2,100,1.0
865,2,10,1.0
866,2,100,1.0
867,1,10,1.0
868,1,10,1.0
869,2,10,1.0
870,2,1000,1.0
871,2,10,1.0
872,3,1000,1.0
873,2,10,1.0
874,3,100,1.0
875,2,100,1.0
876,1,10,0.6
876,1,100,0.2
876,1,1000,0.2
877,2,100,1.0
878,2,100,1.0
879,1,10,1.0
880,1,100,1.0
881,3,1000,1.0
882,2,100,1.0
883,1,1000,1.0
884,2,1000,1.0
885,2,100,1.0
886,2,10,1.0
887,1,1000,1.0
888,2,1000,1.0
889,1,10,1.0
890,2,100,1.0
891,3,100,1.0
892,2,100,1.0
893,2,1000,1.0
894,1,10,1.0
895,2,100,1.0
896,1,10,1.0
897,3,1000,1.0
898,3,10,1.0
899,2,10,1.0
900,3,10,0.2
900,3,100,0.2
900,3,1000,0.6
901,1,1000,1.0
902,1,1000,1.0
903,1,100,1.0
904,2,10,1.0
905,1,10,0.6
905,1,100,0.2
905,1,1000,0.2
906,1,10,0.7499999999999999
906,2,10,0.15
906,3,10,0.10000000000000002
907,2,1000,1.0
908,1,100,1.0
909,3,100,1.0
910,1,10,1.0
911,1,10,1.0
912,2,10,1.0
913,2,1000,1.0
914,1,10,1.0
915,1,100,1.0
916,1,10,0.7499999999999999
916,2,10,0.15
916,3,10,0.10000000000000002
917,1,10,1.0
918,1,100,1.0
919,1,100,1.0
920,1,10,1.0
921,2,100,1.0
922,1,100,1.0
923,1,100,1.0
924,2,100,1.0
925,1,1000,1.0
926,1,10,1.0
927,1,10,0.6
927,1,100,0.2
927,1,1000,0.2
928,1,10,1.0
929,1,100,1.0
930,1,10,1.0
931,2,100,1.0
932,2,100,1.0
933,2,100,1.0
934,3,1000,1.0
935,1,10,0.6
935,1,100,0.2
935,1,1000,0.2
936,3,100,1.0
937,2,100,1.0
938,1,100,1.0
939,1,1000,1.0
940,2,100,1.0
941,1,100,1.0
942,3,1000,1.0
943,1,100,1.0
944,1,10,1.0
945,1,10,1.0
946,1,10,1.0
947,3,1000,1.0
948,3,1000,1.0
949,1,1000,1.0
950,1,1000,1.0
951,3,1000,1.0
952,1,100,1.0
953,1,100,1.0
954,2,10,1.0
955,2,100,1.0
956,3,10,0.2
956,3,100,0.2
956,3,1000,0.6
957,2,10,1.0
958,3,1000,1.0
959,1,100,1.0
960,2,10,1.0
961,3,1000,1.0
962,1,100,1.0
963,2,100,1.0
964,1,100,1.0
965,1,1000,1.0
966,1,10,1.0
967,1,100,1.0
968,1,10,0.7499999999999999
968,2,10,0.15
968,3,10,0.10000000000000002
969,3,1000,1.0
970,2,100,1.0
971,1,10,1.0
972,2,1000,1.0
973,1,1000,1.0
974,1,10,1.0
975,1,10,1.0
976,1,10,1.0
977,1,10,0.7499999999999999
977,2,10,0.15
977,3,10,0.10000000000000002
978,2,1000,1.0
979,3,1000,1.0
980,1,10,1.0
981,2,100,1.0
982,1,1000,1.0
983,2,10,1.0
984,2,100,1.0
985,1,100,1.0
986,1,10,1.0
987,1,100,1.0
988,2,10,1.0
989,1,10,1.0
990,1,10,1.0
991,1,10,0.6
991,1,100,0.2
991,1,1000,0.2
992,2,100,1.0
993,2,100,1.0
994,1,10,1.0
995,1,10,0.6
995,1,100,0.2
995,1,1000,0.2
996,3,1000,1.0
997,3,1000,1.0
998,1,10,1.0
999,1,10,0.7499999999999999
999,2,10,0.15
999,3,10,0.10000000000000002
1000,2,100,1.0
1001,1,10,1.0
1002,1,10,1.0
1003,1,10,1.0
1004,1,100,1.0
1005,2,100,1.0
1006,2,100,1.0
1007,2,100,1.0
1008,3,1000,1.0
1009,1,1000,1.0
1010,2,100,1.0
1011,2,1000,1.0
1012,3,10,0.2
1012,3,100,0.2
1012,3,1000,0.6
1013,1,1000,1.0
1014,2,10,1.0
1015,2,100,1.0
1016,1,10,0.6
1016,1,100,0.2
1016,1,1000,0.2
1017,1,100,1.0
1018,2,100,1.0
1019,2,100,1.0
1020,3,1000,1.0
1021,3,1000,1.0
1022,2,100,1.0
1023,1,100,1.0
1024,3,100,1.0
1025,3,100,1.0
1026,2,100,1.0
1027,1,100,1.0
1028,1,1000,1.0
1029,1,1000,1.0
1030,1,10,0.7499999999999999
1030,2,10,0.15
1030,3,10,0.10000000000000002
1031,3,1000,1.0
1032,1,1000,1.0
1033,1,10,1.0
1034,1,10,1.0
1035,2,100,1.0
1036,1,10,1.0
1037,1,1000,1.0
1038,1,1000,1.0
1039,2,100,1.0
1040,1,10,0.6
1040,1,100,0.2
1040,1,1000,0.2
1041,1,10,1.0
1042,1,1000,1.0
1043,3,1000,1.0
1044,1,10,1.0
1045,2,100,1.0
1046,1,100,1.0
1047,1,10,1.0
1048,2,100,1.0
1049,1,10,1.0
1050,2,100,1.0
1051,2,1000,1.0
1052,2,100,1.0
1053,2,1000,1.0
1054,2,10,1.0
1055,1,100,1.0
1056,1,10,1.0
1057,3,10,0.2
1057,3,100,0.2
1057,3,1000,0.6
1058,1,10,0.7499999999999999
1058,2,10,0.15
1058,3,10,0.10000000000000002
1059,3,10,0.2
1059,3,100,0.2
1059,3,1000,0.6
1060,3,1000,1.0
1061,2,10,1.0
1062,2,100,1.0
1063,2,100,1.0
1064,3,100,1.0
1065,3,1000,1.0
1066,1,10,0.7499999999999999
1066,2,10,0.15
1066,3,10,0.10000000000000002
1067,3,1000,1.0
